filename,readid,runid,exit_status,barcode,taxID,name,score,lineage
324212_1778,60c35027-9a8d-4503-90a1-f0b0080cd4ed,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,1613,Limosilactobacillus fermentum,5237,1:131567:2:1783272:1239:91061:186826:33958:2742598:1613
324212_1778,7cb5106b-48f8-49e2-a6db-68b0b45a169f,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,1351,Enterococcus faecalis,2546,1:131567:2:1783272:1239:91061:186826:81852:1350:1351
324212_1778,b51d42fe-e129-4769-9768-234d4336bf5f,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,1613,Limosilactobacillus fermentum,1889,1:131567:2:1783272:1239:91061:186826:33958:2742598:1613
324212_1778,b5b7577c-c0c3-412d-b88f-edf2fa0965ef,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,1351,Enterococcus faecalis,5418,1:131567:2:1783272:1239:91061:186826:81852:1350:1351
324212_1778,4d114d8b-096b-426c-832f-11468a8f73bc,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,590,Salmonella,3844,1:131567:2:1224:1236:91347:543:590
324212_1778,6b116dde-d1d9-4fbd-8195-41cfb38f4d0a,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,28901,Salmonella enterica,4695,1:131567:2:1224:1236:91347:543:590:28901
324212_1778,71467331-8077-4d7f-9351-af12561029a2,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,1279,Staphylococcus,3025,1:131567:2:1783272:1239:91061:1385:90964:1279
324212_1778,ae8b1917-e3d8-45b5-8fd1-eadcfdb29e22,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,1386,Bacillus,2780,1:131567:2:1783272:1239:91061:1385:186817:1386
324212_1778,b4030342-ce44-4638-a689-a0857933810a,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,562,Escherichia coli,4717,1:131567:2:1224:1236:91347:543:561:562
324212_1778,a2f2fd7e-d165-4017-87c9-cc4fa53ec456,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,1351,Enterococcus faecalis,290,1:131567:2:1783272:1239:91061:186826:81852:1350:1351
324212_1778,006a0685-751b-46cd-ae31-122ff0105868,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,28901,Salmonella enterica,784,1:131567:2:1224:1236:91347:543:590:28901
324212_1778,ab2f80b3-d9c5-4643-80a0-a363361b7caa,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,1613,Limosilactobacillus fermentum,13221,1:131567:2:1783272:1239:91061:186826:33958:2742598:1613
324212_1778,21e2f2ea-f520-4380-b20f-687e405ee925,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,562,Escherichia coli,1600,1:131567:2:1224:1236:91347:543:561:562
324212_1778,fdd7cec1-46c2-4144-8f78-1a8544f71056,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,562,Escherichia coli,3245,1:131567:2:1224:1236:91347:543:561:562
324212_1778,d6ac139c-ed4d-4bbe-9643-db9be183ce46,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,1386,Bacillus,12669,1:131567:2:1783272:1239:91061:1385:186817:1386
324212_1778,60d2e35f-b1a5-40d2-aa8b-e4ed92756732,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,562,Escherichia coli,10409,1:131567:2:1224:1236:91347:543:561:562
324212_1778,c94494f7-da05-46f9-9f50-adfb2397685b,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,1386,Bacillus,11576,1:131567:2:1783272:1239:91061:1385:186817:1386
324212_1778,d8768b33-8062-4649-a845-58a3e873a501,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,119912,Salmonella enterica subsp. enterica serovar Choleraesuis,2302,1:131567:2:1224:1236:91347:543:590:28901:59201:119912
324212_1778,e47df49e-70f3-4c4f-a3fd-49329c71798e,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,1386,Bacillus,21055,1:131567:2:1783272:1239:91061:1385:186817:1386
324212_1778,3d13d7e6-6d9c-4bee-a966-e3225b93f057,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,559292,Saccharomyces cerevisiae S288C,1507,1:131567:2759:33154:4751:451864:4890:716545:147537:4891:4892:4893:4930:4932:559292
324212_1778,7c30fa39-1e51-48f8-9592-43cf1c762b4e,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,83334,Escherichia coli O157:H7,2500,1:131567:2:1224:1236:91347:543:561:562:83334
324212_1778,c0e4df8c-a042-404a-8bdc-7c75aa2adf74,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,287,Pseudomonas aeruginosa,7807,1:131567:2:1224:1236:72274:135621:286:136841:287
324212_1778,2a7a98dc-76ad-45e5-8302-6f3d9b8de864,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,287,Pseudomonas aeruginosa,850,1:131567:2:1224:1236:72274:135621:286:136841:287
324212_1778,c7d203ef-dd6a-4a21-a0bf-256b8bdba163,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,28901,Salmonella enterica,11082,1:131567:2:1224:1236:91347:543:590:28901
324212_1778,e54d873c-6dfb-4ce4-b651-4ded0092e1a6,f9b53105df0f6e165aa09f824bd26cbcb4dfa93a,Classified,NA,1280,Staphylococcus aureus,11023,1:131567:2:1783272:1239:91061:1385:90964:1279:1280
